entry,state,position,recency,name,title,workRemoteAllowed,dashEntityUrn
27270,California,data engineer,5/1/60,Piper Companies,Remote Java Software Engineer,TRUE,urn:li:fsd_jobPosting:3046868940
27297,California,data engineer,5/1/61,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055717413
27346,California,data engineer,5/1/62,Eikon Therapeutics,"Software Engineer II, Applied ML (Image Processing)",FALSE,urn:li:fsd_jobPosting:2905625278
27349,California,data engineer,5/1/63,Walmart,"Analyst II, Data Analytics",FALSE,urn:li:fsd_jobPosting:2932706521
27352,California,data engineer,5/1/64,Dice,"Hardware Test Engineer -Sunnyvale, CA",FALSE,urn:li:fsd_jobPosting:3046929385
27409,California,data engineer,5/1/65, Professional Diversity Network,Principle Standards Engineer - 2070,FALSE,urn:li:fsd_jobPosting:3055413030
27410,California,data engineer,5/1/66,"iSpace, Inc.","Senior Engineer, Software Quality",FALSE,urn:li:fsd_jobPosting:3049130192
27413,California,data engineer,5/1/67,Google,"Staff Mechanical Product Design Engineer, Platforms",FALSE,urn:li:fsd_jobPosting:3010604352
27428,California,data engineer,5/1/68,Actalent,Mechanical Design Engineer,FALSE,urn:li:fsd_jobPosting:3055713848
27477,California,data engineer,5/1/69,percipient.ai,"Solutions Engineer - Santa Clara, CA",FALSE,urn:li:fsd_jobPosting:3049823069
27478,California,data engineer,5/1/70,Albertsons Companies,Data Scientist,FALSE,urn:li:fsd_jobPosting:2967864934
27488,California,data engineer,5/1/71,Redfin,Technical Lead (Staff Software Engineer) - Tours,TRUE,urn:li:fsd_jobPosting:3010627308
27492,California,data engineer,5/1/72,Actalent,Mechanical Design Engineer,FALSE,urn:li:fsd_jobPosting:3055721282
27541,California,data engineer,5/1/73,Amplitude,"Product Engineer, Experiment",FALSE,urn:li:fsd_jobPosting:2814478935
27542,California,data engineer,5/1/74,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055718652
27591,California,data engineer,5/1/75,"InterSources Inc : SBA Certified, Minority & Women-Owned Certified Enterprise. ",Hardware Engineer,FALSE,urn:li:fsd_jobPosting:3055476918
27594,California,data engineer,5/1/76,Kratos Defense and Security Solutions,Manufacturing Engineer I-IV,FALSE,urn:li:fsd_jobPosting:3015407839
27595,California,data engineer,5/1/77,Redfin,Technical Lead (Staff Software Engineer) - Tours,TRUE,urn:li:fsd_jobPosting:3010622985
27599,California,data engineer,5/1/78,Saildrone Inc,Staff Systems Engineer,FALSE,urn:li:fsd_jobPosting:3017082953
27600,California,data engineer,5/1/79,CyberCoders,Senior Software Engineer - (.NET Core/Up to 160k base!),FALSE,urn:li:fsd_jobPosting:3052578031
27608,California,data engineer,5/1/80,Hitachi Rail,BART - Senion System Validation Engineer,FALSE,urn:li:fsd_jobPosting:3052820368
27613,California,data engineer,5/1/81,Spire,Cloud Infrastructure Security Engineer,TRUE,urn:li:fsd_jobPosting:2968429513
27616,California,data engineer,5/1/82,Ancestry,Senior Bioinformatics Engineer,FALSE,urn:li:fsd_jobPosting:3010675114
27617,California,data engineer,5/1/83,Actalent,Software Quality Engineer,FALSE,urn:li:fsd_jobPosting:3055706752
27666,California,data engineer,5/1/84,CyberCoders,"REMOTE- Sr. Software Engineer- Golang, PostgreSQL, AWS",TRUE,urn:li:fsd_jobPosting:3045411635
27674,California,data engineer,5/1/85,SambaNova Systems,Hardware Validation Engineer,FALSE,urn:li:fsd_jobPosting:2928898762
27675,California,data engineer,5/1/86,Hitachi Rail,Senior System Validation Engineer,FALSE,urn:li:fsd_jobPosting:3053078229
27680,California,data engineer,5/1/87,Actalent,Mechanical Design Engineer,FALSE,urn:li:fsd_jobPosting:3055719776
27729,California,data engineer,5/1/88,Yahoo,Android Principal Engineer - Yahoo! Fantasy Sports,TRUE,urn:li:fsd_jobPosting:3014527052
27855,California,data engineer,5/1/89,Flow Labs,Senior+ Software Engineer - Web Frontend or Fullstack with FE-focus,TRUE,urn:li:fsd_jobPosting:3055792373
27856,California,data engineer,5/1/90,Actalent,Software Quality Assurance Engineer,FALSE,urn:li:fsd_jobPosting:3055727910
27905,California,data engineer,5/1/91,"iSpace, Inc.","Sr. Software Engineer, Embedded (Connected Vehicle)",FALSE,urn:li:fsd_jobPosting:3049129501
27908,California,data engineer,5/1/92,Keysight Technologies,"Embedded Software Engineer, New College Grad (PhD)",FALSE,urn:li:fsd_jobPosting:3053065247
27909,California,data engineer,5/1/93,"Personalis, Inc.",Software QA Automation Engineer,FALSE,urn:li:fsd_jobPosting:2847844630
27910,California,data engineer,5/1/94,Kensho Technologies,Security Engineer,TRUE,urn:li:fsd_jobPosting:3053767226
27919,California,data engineer,5/1/95,"InterSources Inc : SBA Certified, Minority & Women-Owned Certified Enterprise. ",Product Applications Engineer,FALSE,urn:li:fsd_jobPosting:3055481179
27922,California,data engineer,5/1/96,Burrell Associates Executive Search ,"Sales Engineer (5869) - Roseville, CA",FALSE,urn:li:fsd_jobPosting:3049802902
27923,California,data engineer,5/1/97,Criterion Systems,"Software Engineer with C++, and/or Java with Security Clearance",FALSE,urn:li:fsd_jobPosting:3053079524
27925,California,data engineer,5/1/98,Jumio Corporation,"Data Scientist, Business Intelligence",FALSE,urn:li:fsd_jobPosting:3016329074
27931,California,data engineer,5/1/99,Nuro,Sensor Integration Engineer - Sensor System,FALSE,urn:li:fsd_jobPosting:2968437913
27935,California,data engineer,5/1/00,"iSpace, Inc.","Senior Engineer, Embedded Software",FALSE,urn:li:fsd_jobPosting:3049132047
27938,California,data engineer,5/1/01,"InterSources Inc : SBA Certified, Minority & Women-Owned Certified Enterprise. ",Signal and Power Integrity Hardware Engineer,FALSE,urn:li:fsd_jobPosting:3055473625
27941,California,data engineer,5/1/02,Aerotek,Test Operator 1// SWING SHIFT//$21/HR//,FALSE,urn:li:fsd_jobPosting:3055716134
27945,California,data engineer,5/1/03,Curology,Data Analyst (Growth),FALSE,urn:li:fsd_jobPosting:2967853888
27948,California,data engineer,5/1/04,Samsara,Inside Sales Engineer - Connected Sites,TRUE,urn:li:fsd_jobPosting:2927535476
27951,California,data engineer,5/1/05,Actalent,Embedded Software Engineer- C/C++- Remote,TRUE,urn:li:fsd_jobPosting:3055722317
28000,California,data engineer,5/1/06,The Sourcery,Full Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:3055519209
28001,California,data engineer,5/1/07,Actalent,Software Quality Assurance Engineer,FALSE,urn:li:fsd_jobPosting:3055734058
28050,California,data engineer,5/1/08,Casne Engineering,Control System Engineer,FALSE,urn:li:fsd_jobPosting:3055246165
28051,California,data engineer,5/1/09,Apolis,"Software Engineer, Unreal",FALSE,urn:li:fsd_jobPosting:3049133250
28054,California,data engineer,5/1/10,Apptad Inc.,Software QA Engineer (IC2) - Request15840610,FALSE,urn:li:fsd_jobPosting:3049130469
28055,California,data engineer,5/1/11,Lumileds,Manufacturing Development Engineer,FALSE,urn:li:fsd_jobPosting:3006369366
28056,California,data engineer,5/1/12,Earli Inc.,Data Scientist,FALSE,urn:li:fsd_jobPosting:3014890011
28059,California,data engineer,5/1/13,The Guitar Center Company,"Data Scientist I, College Hire",FALSE,urn:li:fsd_jobPosting:3010257249
28065,California,data engineer,5/1/14,Blackbaud,Marketing Data Scientist,TRUE,urn:li:fsd_jobPosting:2937915210
28081,California,data engineer,5/1/15,Feedzai,Data Scientist,TRUE,urn:li:fsd_jobPosting:2847434546
28084,California,data engineer,5/1/16,Ironclad,Sales Engineering Enablement Manager,TRUE,urn:li:fsd_jobPosting:2938278345
28087,California,data engineer,5/1/17,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
28213,California,data engineer,5/1/18,Zignal Labs,Data Scientist,TRUE,urn:li:fsd_jobPosting:2968409889
28216,California,data engineer,5/1/19,Iterative Scopes,Data Scientist,FALSE,urn:li:fsd_jobPosting:2931502679
28219,California,data engineer,5/1/20,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010601656
28234,California,data engineer,5/1/21,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
28255,California,data engineer,5/1/22,Flock Freight,Data Scientist,FALSE,urn:li:fsd_jobPosting:2968432895
28259,California,data engineer,5/1/23,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010602618
28274,Pennsylvania,data engineer,5/1/24,Yahoo,Assoc Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014520957
28400,Pennsylvania,data engineer,5/1/25,"Comverse Technology, Inc.",Linux System Engineer,TRUE,urn:li:fsd_jobPosting:3053092044
28403,Pennsylvania,data engineer,5/1/26,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
28412,Pennsylvania,data engineer,5/1/27,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
28433,Pennsylvania,data engineer,5/1/28,Dice,Fully Remote : Software Quality Assurance Engineer,TRUE,urn:li:fsd_jobPosting:3046925416
28490,Pennsylvania,data engineer,5/1/29,Dice,"Big Data Engineer (SQL, Data Warehousing, Spark, Python, Cloud Technologies, cloud data platform, Google Cloud Platform, Azure, AWS) 100% Remote",TRUE,urn:li:fsd_jobPosting:3045571009
28547,Pennsylvania,data engineer,5/1/30,Piper Companies,Systems Engineer,TRUE,urn:li:fsd_jobPosting:3049190385
28574,Pennsylvania,data engineer,5/1/31,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
28601,Pennsylvania,data engineer,5/1/32,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
28613,Pennsylvania,data engineer,5/1/33,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
28739,Pennsylvania,data engineer,5/1/34,U.S. Bank,Data Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3040277897
28754,Pennsylvania,data engineer,5/1/35,Teach For America,Data Engineer >,TRUE,urn:li:fsd_jobPosting:3055259842
28760,Pennsylvania,data engineer,5/1/36,Dice,Software Engineer - 100% Remote,TRUE,urn:li:fsd_jobPosting:3055771540
28817,Pennsylvania,data engineer,5/1/37,Blackbaud,"Data Engineer, Cloud and Big Data",TRUE,urn:li:fsd_jobPosting:2937919334
28833,Pennsylvania,data engineer,5/1/38,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
28959,Pennsylvania,data engineer,5/1/39,Zillow,Software Development Engineer,TRUE,urn:li:fsd_jobPosting:3052820201
28974,Pennsylvania,data engineer,5/1/40,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
29100,Pennsylvania,data engineer,5/1/41,WEX,Data Engineer,TRUE,urn:li:fsd_jobPosting:3055224527
29106,Pennsylvania,data engineer,5/1/42,Piper Companies,Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3047526981
29133,Pennsylvania,data engineer,5/1/43,Alcoa,Data Governance Analyst/ Analyste de la Gouvernance des Données,FALSE,urn:li:fsd_jobPosting:3010642254
29139,Pennsylvania,data engineer,5/1/44,Yahoo,Storm Developer,TRUE,urn:li:fsd_jobPosting:3014525156
29265,Pennsylvania,data engineer,5/1/45,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
29276,Pennsylvania,data engineer,5/1/46,The Judge Group,Software Development Engineer,FALSE,urn:li:fsd_jobPosting:3011273347
29279,Pennsylvania,data engineer,5/1/47,"Management Science Associates, Inc.",Software Engineer II - REMOTE WORK AVAILABLE,TRUE,urn:li:fsd_jobPosting:3052551489
29280,Pennsylvania,data engineer,5/1/48,Webmasters4SEO,System Engineer,TRUE,urn:li:fsd_jobPosting:3050417032
29283,Pennsylvania,data engineer,5/1/49,Axos Bank,Software Engineer - VP,TRUE,urn:li:fsd_jobPosting:3047197920
29286,Pennsylvania,data engineer,5/1/50,Piper Companies,Software Engineer,TRUE,urn:li:fsd_jobPosting:3049189522
29313,Pennsylvania,data engineer,5/1/51,"OpenArc, LLC.",Data Integration Engineer,FALSE,urn:li:fsd_jobPosting:3055432321
29315,Pennsylvania,data engineer,5/1/52,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
29441,Pennsylvania,data engineer,5/1/53,Impact Consulting Solutions Inc.,Intermediate Programmer Data Engineer,FALSE,urn:li:fsd_jobPosting:3055434140
29443,Pennsylvania,data engineer,5/1/54,Google,"Developer Relations Engineer, Analytics",TRUE,urn:li:fsd_jobPosting:3010672334
29458,Pennsylvania,data engineer,5/1/55,Sophos,Software Engineer,TRUE,urn:li:fsd_jobPosting:3055581777
29461,Pennsylvania,data engineer,5/1/56,bld.ai,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053780895
29467,Pennsylvania,data engineer,5/1/57,Zillow,Software Development Engineer - ML,TRUE,urn:li:fsd_jobPosting:3052818445
29482,Pennsylvania,data engineer,5/1/58,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
29497,Pennsylvania,data engineer,5/1/59,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
29506,Pennsylvania,data engineer,5/1/60,Duck Creek Technologies,Support Engineer i - Remote,TRUE,urn:li:fsd_jobPosting:3053088877
29509,Pennsylvania,data engineer,5/1/61,Blackbaud,Data Engineer,TRUE,urn:li:fsd_jobPosting:2937905887
29525,Pennsylvania,data engineer,5/1/62,Dice,"Software Engineer, Machine Learning, 100% Remote",TRUE,urn:li:fsd_jobPosting:3046925427
29582,Pennsylvania,data engineer,5/1/63,Dice,"Application Engineer, Database / .Net Web - Work From Home - M",TRUE,urn:li:fsd_jobPosting:3047050308
29639,Pennsylvania,data engineer,5/1/64,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
29648,Pennsylvania,data engineer,5/1/65,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014529015
29774,Pennsylvania,data engineer,5/1/66,Skolem Technologies,Software Engineer,TRUE,urn:li:fsd_jobPosting:3038279787
29777,Pennsylvania,data engineer,5/1/67,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
29786,Pennsylvania,data engineer,5/1/68,Circle,Software Engineer,TRUE,urn:li:fsd_jobPosting:2876822221
29798,Pennsylvania,data engineer,5/1/69,Sophos!,Software Engineer,TRUE,urn:li:fsd_jobPosting:3049876049
29801,Pennsylvania,data engineer,5/1/70,Dice,Fully Remote : Software Quality Assurance Engineer,TRUE,urn:li:fsd_jobPosting:3046923726
29858,Pennsylvania,data engineer,5/1/71,Yahoo,Big Data Tools Developer,TRUE,urn:li:fsd_jobPosting:3014524126
29984,Pennsylvania,data engineer,5/1/72,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014524128
30110,Pennsylvania,data engineer,5/1/73,Inmar Intelligence,Java Software Engineer (Remote),TRUE,urn:li:fsd_jobPosting:3052895716
30113,Pennsylvania,data engineer,5/1/74,CyberCoders,Software Support Engineer,FALSE,urn:li:fsd_jobPosting:3050947265
30121,Pennsylvania,data engineer,5/1/75,Lacework,Software Engineer,TRUE,urn:li:fsd_jobPosting:2928880260
30130,Pennsylvania,data engineer,5/1/76,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
30256,Pennsylvania,data engineer,5/1/77,FastTek Global,Software Engineer,FALSE,urn:li:fsd_jobPosting:3047620711
30257,Pennsylvania,data engineer,5/1/78,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
30350,Pennsylvania,data engineer,5/1/79,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
30359,Pennsylvania,data engineer,5/1/80,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
30485,Pennsylvania,data engineer,5/1/81,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055721241
30534,Pennsylvania,data engineer,5/1/82,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
30543,Pennsylvania,data engineer,5/1/83,Rapid7,Software Engineer II - InsightIDR,TRUE,urn:li:fsd_jobPosting:2971504460
30553,Pennsylvania,data engineer,5/1/84,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
30562,Pennsylvania,data engineer,5/1/85,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929539462
30577,Pennsylvania,data engineer,5/1/86,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
30586,Pennsylvania,data engineer,5/1/87,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
30679,Pennsylvania,data engineer,5/1/88,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
30688,Pennsylvania,data engineer,5/1/89,One Medical,"Analytics Engineer, Business & Clinical Intelligence",TRUE,urn:li:fsd_jobPosting:2968433609
30694,Pennsylvania,data engineer,5/1/90,Actalent,Control System Engineer,FALSE,urn:li:fsd_jobPosting:3055731121
30743,Pennsylvania,data engineer,5/1/91,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
30836,Pennsylvania,data engineer,5/1/92,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
30845,Pennsylvania,data engineer,5/1/93,Grafana Labs,Software Integration Engineer - Golang / k6 Extensions (Remote),TRUE,urn:li:fsd_jobPosting:3016325343
30851,Pennsylvania,data engineer,5/1/94,Kensho Technologies,"Software Engineer, ML Ops",TRUE,urn:li:fsd_jobPosting:3053769094
30860,Pennsylvania,data engineer,5/1/95,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055721098
30909,Pennsylvania,data engineer,5/1/96,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
31035,Pennsylvania,data engineer,5/1/97,Yahoo,Software Dev Engineer II,TRUE,urn:li:fsd_jobPosting:3014518979
31161,Pennsylvania,data engineer,5/1/98,Dice,Ruby on Rails Software Engineer - Work From Home - Hot To Hire! - M,TRUE,urn:li:fsd_jobPosting:3046634655
31218,Pennsylvania,data engineer,5/1/99,Yahoo,Yahoo Finance Android Engineer,TRUE,urn:li:fsd_jobPosting:3014525261
31344,Pennsylvania,data engineer,5/1/00,Actalent,Software Engineer (Autonomous Vehicles),FALSE,urn:li:fsd_jobPosting:3055723042
31393,Pennsylvania,data engineer,5/1/01,Kensho Technologies,Front End Software Engineer,TRUE,urn:li:fsd_jobPosting:3053768234
31402,Pennsylvania,data engineer,5/1/02,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048480207
31423,Pennsylvania,data engineer,5/1/03,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055715723
31472,Pennsylvania,data engineer,5/1/04,Zippin,"Software Engineer, Machine Learning",TRUE,urn:li:fsd_jobPosting:3049817713
31478,Pennsylvania,data engineer,5/1/05,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055706846
31527,Pennsylvania,data engineer,5/1/06,Dice,Software Engineer - .NET - Remote - Full-time role,TRUE,urn:li:fsd_jobPosting:3046930005
31584,Pennsylvania,data engineer,5/1/07,Comcast,"Engineer, Viper, Alternate Content Engineering",FALSE,urn:li:fsd_jobPosting:3052898512
31585,Pennsylvania,data engineer,5/1/08,Actalent,Software Engineer - 100% REMOTE,TRUE,urn:li:fsd_jobPosting:3055725029
31634,Pennsylvania,data engineer,5/1/09,Actalent,Software Engineer,FALSE,urn:li:fsd_jobPosting:3055721986
31683,Pennsylvania,data engineer,5/1/10,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931079798
31776,Pennsylvania,data engineer,5/1/11,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931084103
31869,Pennsylvania,data engineer,5/1/12,Side,Associate Software Engineer,TRUE,urn:li:fsd_jobPosting:3015307847
31872,Pennsylvania,data engineer,5/1/13,Inovalon,Software Engineer,TRUE,urn:li:fsd_jobPosting:3015001782
31881,Pennsylvania,data engineer,5/1/14,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
31974,Pennsylvania,data engineer,5/1/15,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055713730
32023,Pennsylvania,data engineer,5/1/16,GroundTruth,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053090079
32026,Pennsylvania,data engineer,5/1/17,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083175
32119,Pennsylvania,data engineer,5/1/18,Brex,"Software Engineer, Metrics Platform (Remote)",TRUE,urn:li:fsd_jobPosting:2532289977
32128,Pennsylvania,data engineer,5/1/19,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
32221,Pennsylvania,data engineer,5/1/20,SYLABS,Software Engineer,TRUE,urn:li:fsd_jobPosting:3055435301
32224,Pennsylvania,data engineer,5/1/21,Zillow,Frontend Software Engineer,TRUE,urn:li:fsd_jobPosting:3052817505
32239,Pennsylvania,data engineer,5/1/22,Tempo Automation,Full-Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:2930269939
32248,Pennsylvania,data engineer,5/1/23,Mozilla,Software Engineer,TRUE,urn:li:fsd_jobPosting:2901237351
32257,Pennsylvania,data engineer,5/1/24,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048476841
32278,Pennsylvania,data engineer,5/1/25,GDI Infotech,Java Software Engineer and Developer,FALSE,urn:li:fsd_jobPosting:3053024672
32279,Pennsylvania,data engineer,5/1/26,Ironclad,Sales Engineering Enablement Manager,TRUE,urn:li:fsd_jobPosting:2938278345
32282,Pennsylvania,data engineer,5/1/27,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048475834
32303,Pennsylvania,data engineer,5/1/28,Oracle,Oracle Cloud Operations Engineer (Oracle Database and Middleware Administrator _ REMOTE),TRUE,urn:li:fsd_jobPosting:3055448260
32306,Pennsylvania,data engineer,5/1/29,NLMK USA,Quality Engineer,FALSE,urn:li:fsd_jobPosting:2903030971
32307,Pennsylvania,data engineer,5/1/30,Redfin,Technical Lead (Staff Software Engineer) - Tours,TRUE,urn:li:fsd_jobPosting:3010627308
32311,Pennsylvania,data engineer,5/1/31,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
32332,Pennsylvania,data engineer,5/1/32,Smarsh,Site Reliability Engineer II,TRUE,urn:li:fsd_jobPosting:2754652219
32333,Pennsylvania,data engineer,5/1/33,Actalent,Product Engineer,FALSE,urn:li:fsd_jobPosting:3055716239
32382,Pennsylvania,data engineer,5/1/34,Alcoa,Manufacturing Solutions Software Engineer/Ingénieur logiciel en solutions de fabrication (Flexible Location),FALSE,urn:li:fsd_jobPosting:3010642211
32388,Pennsylvania,data engineer,5/1/35,Spire,Cloud Infrastructure Security Engineer,TRUE,urn:li:fsd_jobPosting:2968429513
32391,Pennsylvania,data engineer,5/1/36,Yahoo,Paranoids Enterprise Security Engineer,TRUE,urn:li:fsd_jobPosting:3014523454
32517,Pennsylvania,data engineer,5/1/37,Snapsheet Inc,Remote Software Engineer,TRUE,urn:li:fsd_jobPosting:3016194353
32526,Pennsylvania,data engineer,5/1/38,Grafana Labs,"Customer Success Engineer: Grafana Cloud (Remote, United States)",TRUE,urn:li:fsd_jobPosting:3016716210
32532,Pennsylvania,data engineer,5/1/39,Amphenol,Application Development Engineer - Power Solutions,FALSE,urn:li:fsd_jobPosting:3053759928
32533,Pennsylvania,data engineer,5/1/40,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
32542,Pennsylvania,data engineer,5/1/41,Yahoo,Android Principal Engineer - Yahoo! Fantasy Sports,TRUE,urn:li:fsd_jobPosting:3014527052
32668,Pennsylvania,data engineer,5/1/42,Kensho Technologies,Security Engineer,TRUE,urn:li:fsd_jobPosting:3053767226
32677,Pennsylvania,data engineer,5/1/43,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
32803,Pennsylvania,data engineer,5/1/44,Hitachi Rail,SENIOR SYSTEM VALIDATION ENGINEER,FALSE,urn:li:fsd_jobPosting:2847146418
32808,Pennsylvania,data engineer,5/1/45,Hitachi Rail,SENIOR SYSTEM VALIDATION ENGINEER,FALSE,urn:li:fsd_jobPosting:2847143700
32813,Pennsylvania,data engineer,5/1/46,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048480205
32834,Pennsylvania,data engineer,5/1/47,Jumio Corporation,Software Engineer - Java,TRUE,urn:li:fsd_jobPosting:3028645042
32840,Pennsylvania,data engineer,5/1/48,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
32852,Pennsylvania,data engineer,5/1/49,Actalent,Embedded Software Engineer,FALSE,urn:li:fsd_jobPosting:3055711245
32901,Pennsylvania,data engineer,5/1/50,Samsara,Inside Sales Engineer - Connected Sites,TRUE,urn:li:fsd_jobPosting:2927535476
32904,Pennsylvania,data engineer,5/1/51,Piper Companies,Remote Java Software Engineer,TRUE,urn:li:fsd_jobPosting:3046871424
32931,Pennsylvania,data engineer,5/1/52,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048479227
32952,Pennsylvania,data engineer,5/1/53,Blackbaud,Marketing Data Scientist,TRUE,urn:li:fsd_jobPosting:2937915196
32968,Pennsylvania,data engineer,5/1/54,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048478416
32989,Pennsylvania,data engineer,5/1/55,"Varsity Tutors, a Nerdy Company",Software Engineer II (Full Stack),TRUE,urn:li:fsd_jobPosting:3048476838
33010,Pennsylvania,data engineer,5/1/56,Piper Companies,Remote Java Software Engineer,TRUE,urn:li:fsd_jobPosting:3046868940
33037,Pennsylvania,data engineer,5/1/57,Hitachi Rail,Signaling System Engineer,FALSE,urn:li:fsd_jobPosting:3053079016
33042,Florida,data engineer,5/1/58,Yahoo,Assoc Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014520957
33168,Florida,data engineer,5/1/59,"Comverse Technology, Inc.",Linux System Engineer,TRUE,urn:li:fsd_jobPosting:3053092044
33171,Florida,data engineer,5/1/60,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
33180,Florida,data engineer,5/1/61,Blackbaud,"Data Engineer, Cloud and Big Data",TRUE,urn:li:fsd_jobPosting:2937917462
33196,Florida,data engineer,5/1/62,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
33217,Florida,data engineer,5/1/63,Dice,Fully Remote : Software Quality Assurance Engineer,TRUE,urn:li:fsd_jobPosting:3046925416
33274,Florida,data engineer,5/1/64,Dice,"Big Data Engineer (SQL, Data Warehousing, Spark, Python, Cloud Technologies, cloud data platform, Google Cloud Platform, Azure, AWS) 100% Remote",TRUE,urn:li:fsd_jobPosting:3045571009
33331,Florida,data engineer,5/1/65,Piper Companies,Systems Engineer,TRUE,urn:li:fsd_jobPosting:3049190385
