entry,state,position,recency,name,title,workRemoteAllowed,dashEntityUrn
6932,Florida,data scientist,5/1/41,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
6959,Florida,data scientist,5/1/42,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929540321
6974,Florida,data scientist,5/1/43,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
7100,Florida,data scientist,5/1/44,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
7193,Florida,data scientist,5/1/45,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
7202,Florida,data scientist,5/1/46,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
7328,Florida,data scientist,5/1/47,U.S. Bank,Data Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3040277897
7343,Florida,data scientist,5/1/48,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
7469,Florida,data scientist,5/1/49,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
7478,Florida,data scientist,5/1/50,Rapid7,Software Engineer II - InsightIDR,TRUE,urn:li:fsd_jobPosting:2971504460
7488,Florida,data scientist,5/1/51,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
7497,Florida,data scientist,5/1/52,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
7506,Florida,data scientist,5/1/53,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
7599,Florida,data scientist,5/1/54,Circle,Data Scientist,TRUE,urn:li:fsd_jobPosting:2876846038
7611,Florida,data scientist,5/1/55,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
7704,Florida,data scientist,5/1/56,One Call,Software Developer,FALSE,urn:li:fsd_jobPosting:3008401168
7706,Florida,data scientist,5/1/57,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
7715,Florida,data scientist,5/1/58,Ford Motor Company,DAT Diagnostics Software Engineer,FALSE,urn:li:fsd_jobPosting:3016775603
7718,Florida,data scientist,5/1/59,Shamrock Trading Corporation,Remote Software Developer,TRUE,urn:li:fsd_jobPosting:2763717465
7724,Florida,data scientist,5/1/60,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
7850,Florida,data scientist,5/1/61,Yahoo,Software Dev Engineer II,TRUE,urn:li:fsd_jobPosting:3014518979
7976,Florida,data scientist,5/1/62,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
8102,Florida,data scientist,5/1/63,SMX,Front End Software Engineer ePED (1249),TRUE,urn:li:fsd_jobPosting:3017024892
8123,Florida,data scientist,5/1/64,Openstaff,Business Intelligence Data Engineer,TRUE,urn:li:fsd_jobPosting:3049802464
8125,Florida,data scientist,5/1/65,Zippin,"Software Engineer, Machine Learning",TRUE,urn:li:fsd_jobPosting:3049817713
8131,Florida,data scientist,5/1/66,bld.ai,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053780895
8137,Florida,data scientist,5/1/67,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
8152,Florida,data scientist,5/1/68,SpotOn,Full Stack Software Engineer (Restaurant/POS),FALSE,urn:li:fsd_jobPosting:3016759094
8158,Florida,data scientist,5/1/69,Dice,"Software Engineer, Machine Learning, 100% Remote",TRUE,urn:li:fsd_jobPosting:3046925427
8215,Florida,data scientist,5/1/70,Daniels Health,Software Developer,TRUE,urn:li:fsd_jobPosting:3010670284
8221,Florida,data scientist,5/1/71,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014529015
8347,Florida,data scientist,5/1/72,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931084103
8440,Florida,data scientist,5/1/73,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931079798
8533,Florida,data scientist,5/1/74,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
8626,Florida,data scientist,5/1/75,Inovalon,Software Engineer,TRUE,urn:li:fsd_jobPosting:3015001782
8635,Florida,data scientist,5/1/76,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083175
8728,Florida,data scientist,5/1/77,Brex,"Software Engineer, Metrics Platform (Remote)",TRUE,urn:li:fsd_jobPosting:2532289977
8737,Florida,data scientist,5/1/78,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
8830,Florida,data scientist,5/1/79,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014524128
8956,Florida,data scientist,5/1/80,Infosys,ServiceNow Rapidflow App Developer,TRUE,urn:li:fsd_jobPosting:2992981579
8974,Florida,data scientist,5/1/81,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
8983,Florida,data scientist,5/1/82,Blackbaud,"Data Engineer, Cloud and Big Data",TRUE,urn:li:fsd_jobPosting:2937917462
8999,Florida,data scientist,5/1/83,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
9008,Florida,data scientist,5/1/84,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
9029,Florida,data scientist,5/1/85,Dice,"Big Data Engineer (SQL, Data Warehousing, Spark, Python, Cloud Technologies, cloud data platform, Google Cloud Platform, Azure, AWS) 100% Remote",TRUE,urn:li:fsd_jobPosting:3045571009
9086,Florida,data scientist,5/1/86,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
9212,Florida,data scientist,5/1/87,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
9224,Florida,data scientist,5/1/88,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
9236,Florida,data scientist,5/1/89,Dice,"Need ServiceNow ITOM Developer, Remote - Long Term",TRUE,urn:li:fsd_jobPosting:3042366072
9293,Florida,data scientist,5/1/90,Teach For America,Data Engineer >,TRUE,urn:li:fsd_jobPosting:3055259842
9299,Florida,data scientist,5/1/91,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
9425,Florida,data scientist,5/1/92,Emburse,Digital Transformation Analytics & Data Science Director,TRUE,urn:li:fsd_jobPosting:3016705569
9428,Florida,data scientist,5/1/93,Infosys,ServiceNow App Developer,TRUE,urn:li:fsd_jobPosting:2992978871
9446,Florida,data scientist,5/1/94,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015408661
9458,Florida,data scientist,5/1/95,WEX,Data Engineer,TRUE,urn:li:fsd_jobPosting:3055224527
9464,Florida,data scientist,5/1/96,"HX5, LLC",Data Analyst,FALSE,urn:li:fsd_jobPosting:2976880437
9468,Florida,data scientist,5/1/97,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
9477,Florida,data scientist,5/1/98,Infosys,ServiceNow APP Developer,TRUE,urn:li:fsd_jobPosting:3015335019
9495,Florida,data scientist,5/1/99,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
9504,Florida,data scientist,5/1/00,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
9513,Florida,data scientist,5/1/01,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
9522,Florida,data scientist,5/1/02,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
9533,Florida,data scientist,5/1/03,Blackbaud,Data Engineer,TRUE,urn:li:fsd_jobPosting:2937911135
9549,Florida,data scientist,5/1/04,Arthrex,Sales Operations Support Data Analyst Associate,FALSE,urn:li:fsd_jobPosting:2939973443
9552,Florida,data scientist,5/1/05,Snapsheet Inc,Remote Software Engineer,TRUE,urn:li:fsd_jobPosting:3016194353
9561,California,data analyst,5/1/06,RulesIQ ,"Data Analyst --San Francisco, CA (Onsite)",FALSE,urn:li:fsd_jobPosting:3053075748
9562,California,data analyst,5/1/07,Feedzai,Data Scientist,TRUE,urn:li:fsd_jobPosting:2847434546
9565,California,data analyst,5/1/08,Newsela,"Data Analyst, Marketing",TRUE,urn:li:fsd_jobPosting:2903326130
9658,California,data analyst,5/1/09,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
9679,California,data analyst,5/1/10,Talentify.io,Analyst - Digital Audiences (REMOTE),TRUE,urn:li:fsd_jobPosting:3055271789
9710,California,data analyst,5/1/11,Iterative Scopes,Data Scientist,FALSE,urn:li:fsd_jobPosting:2931502679
9713,California,data analyst,5/1/12,Albertsons Companies,Data Scientist,FALSE,urn:li:fsd_jobPosting:2967864934
9723,California,data analyst,5/1/13,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
9750,California,data analyst,5/1/14,The Guitar Center Company,"Data Scientist I, College Hire",FALSE,urn:li:fsd_jobPosting:3010257249
9756,California,data analyst,5/1/15,Blackbaud,Marketing Data Scientist,TRUE,urn:li:fsd_jobPosting:2937915210
9772,California,data analyst,5/1/16,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
9898,California,data analyst,5/1/17,Talentify.io,"Data Visualization Teaching Assistant - University of Wisconsin (Remote, US)",TRUE,urn:li:fsd_jobPosting:3055276325
9929,California,data analyst,5/1/18,Piper Companies,Technical Masterdata Analyst,TRUE,urn:li:fsd_jobPosting:3049186764
9956,California,data analyst,5/1/19,Malakye.com,Content Data Analyst,FALSE,urn:li:fsd_jobPosting:3052853192
9957,California,data analyst,5/1/20,LeadStack Inc.,Data Manipulation Analyst,FALSE,urn:li:fsd_jobPosting:3049122781
9958,California,data analyst,5/1/21,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
9969,California,data analyst,5/1/22,Newsela,"Data Analyst, Marketing",TRUE,urn:li:fsd_jobPosting:2903324307
10062,California,data analyst,5/1/23,Sequoia Consulting Group,Data Engineer,FALSE,urn:li:fsd_jobPosting:2974427060
10066,California,data analyst,5/1/24,Newsela,"Data Analyst, Marketing",TRUE,urn:li:fsd_jobPosting:2903325381
10159,California,data analyst,5/1/25,Advanced Systems Design,Quality Assurance Analyst (Remote) - 1517,TRUE,urn:li:fsd_jobPosting:3055072317
10162,California,data analyst,5/1/26,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
10171,California,data analyst,5/1/27,Newsela,"Data Analyst, Marketing",TRUE,urn:li:fsd_jobPosting:2903326110
10264,California,data analyst,5/1/28,Talentify.io,Data Analyst- REMOTE,TRUE,urn:li:fsd_jobPosting:3055276298
10295,California,data analyst,5/1/29,Avantus Federal,Data Engineer,FALSE,urn:li:fsd_jobPosting:2903034879
10298,California,data analyst,5/1/30,Zignal Labs,Data Scientist,TRUE,urn:li:fsd_jobPosting:2968409889
10301,California,data analyst,5/1/31,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978528482
10310,California,data analyst,5/1/32,The Guitar Center Company,"Data innovation: Data Engineer, College Hire",FALSE,urn:li:fsd_jobPosting:3010253716
10316,California,data analyst,5/1/33,Talentify.io,"Data Analyst-SESAC ( Nashville, TN or Remote)",TRUE,urn:li:fsd_jobPosting:3055270952
10347,California,data analyst,5/1/34,ThoughtFocus,Data Analyst,FALSE,urn:li:fsd_jobPosting:3053081283
10348,California,data analyst,5/1/35,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
10474,California,data analyst,5/1/36,Internet Brands,Data Analyst,FALSE,urn:li:fsd_jobPosting:2931034298
10480,California,data analyst,5/1/37,Jumio Corporation,"Data Scientist, Business Intelligence",FALSE,urn:li:fsd_jobPosting:3016329074
10486,California,data analyst,5/1/38,Dice,Data Analyst,FALSE,urn:li:fsd_jobPosting:3042149428
10543,California,data analyst,5/1/39,Google,"Developer Relations Engineer, Analytics",TRUE,urn:li:fsd_jobPosting:3010672334
10558,California,data analyst,5/1/40,"Planet Green Search, LLC","Data Analyst, Steel Door Manufacturer, Fontana",FALSE,urn:li:fsd_jobPosting:3053734835
10559,California,data analyst,5/1/41,Sequoia Consulting Group,Premium Analyst,FALSE,urn:li:fsd_jobPosting:2974428143
10563,California,data analyst,5/1/42,Curology,Data Analyst (Growth),FALSE,urn:li:fsd_jobPosting:2967853888
10566,California,data analyst,5/1/43,Internet Brands,Data Analyst,FALSE,urn:li:fsd_jobPosting:3010298650
10572,California,data analyst,5/1/44,Swanson Health,Data Analyst II - eCommerce,TRUE,urn:li:fsd_jobPosting:3053771025
10575,California,data analyst,5/1/45,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978523905
10584,California,data analyst,5/1/46,Talentify.io,Data Analyst II - REMOTE WORK AVAILABLE,TRUE,urn:li:fsd_jobPosting:3055276303
10615,California,data analyst,5/1/47,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
10624,California,data analyst,5/1/48,Talentify.io,Salesforce Project Manager / Business Analyst - Remote / Telecommute,TRUE,urn:li:fsd_jobPosting:3055274407
10655,California,data analyst,5/1/49,Albertsons Companies,"Digital Catalog Analyst, Marketplace Operations",FALSE,urn:li:fsd_jobPosting:3010601247
10665,California,data analyst,5/1/50,Newsela,"Data Analyst, Marketing",TRUE,urn:li:fsd_jobPosting:2903324328
10758,California,data analyst,5/1/51,The Mom Project,Associate Quality Assurance Analyst,TRUE,urn:li:fsd_jobPosting:3052532682
10770,California,data analyst,5/1/52,Flock Freight,Data Scientist,FALSE,urn:li:fsd_jobPosting:2968432895
10774,California,data analyst,5/1/53,Walmart,"Analyst II, Data Analytics",FALSE,urn:li:fsd_jobPosting:2932706521
10777,California,data analyst,5/1/54,Earli Inc.,Data Scientist,FALSE,urn:li:fsd_jobPosting:3014890011
10780,California,data analyst,5/1/55,Infosys,ServiceNow Rapidflow App Developer,TRUE,urn:li:fsd_jobPosting:2992981579
10798,California,data analyst,5/1/56,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
10807,California,data analyst,5/1/57,Automobile Club of Southern California,Data Engineer - Administrator (Cloud) - Remote,TRUE,urn:li:fsd_jobPosting:3027879124
10810,California,data analyst,5/1/58,Dice,Sitecore Developer - 100% Remote - Perm,TRUE,urn:li:fsd_jobPosting:3042152220
10867,California,data analyst,5/1/59,Laragen Inc.,Biologist,FALSE,urn:li:fsd_jobPosting:3052809765
10868,California,data analyst,5/1/60,Cradlepoint,Software Engineer - Networking,TRUE,urn:li:fsd_jobPosting:2903041061
10871,California,data analyst,5/1/61,Precision Castparts,"Financial Analyst - Covina, CA",FALSE,urn:li:fsd_jobPosting:3050412714
10872,California,data analyst,5/1/62,Telecare Corporation,Direct Care Staff (On-Call) - Developmental Disability Home 380 (Sign On Bonus $500),FALSE,urn:li:fsd_jobPosting:2903841682
10874,California,data analyst,5/1/63,MZ,"Software Engineer, Tools & Infrastructure",FALSE,urn:li:fsd_jobPosting:2729668011
10886,California,data analyst,5/1/64,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
10898,California,data analyst,5/1/65,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
11024,California,data analyst,5/1/66,Verana Health,Clinical Data Developer,TRUE,urn:li:fsd_jobPosting:2872349057
11035,California,data analyst,5/1/67,Altruista Health,Product Support Analyst II,TRUE,urn:li:fsd_jobPosting:2933787798
11038,California,data analyst,5/1/68,Yahoo,Exchange Analyst (Buyer),TRUE,urn:li:fsd_jobPosting:3014521885
11164,California,data analyst,5/1/69,Infosys,ServiceNow App Developer,TRUE,urn:li:fsd_jobPosting:2992978871
11182,California,data analyst,5/1/70,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
11308,California,data analyst,5/1/71,Talentify.io,"Data Visualization Teaching Assistant - Washington University at St. Louis (Remote, US)",TRUE,urn:li:fsd_jobPosting:3055276324
11339,California,data analyst,5/1/72,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
11348,California,data analyst,5/1/73,MZ,"Software Engineer, Tools & Infrastructure",FALSE,urn:li:fsd_jobPosting:2729663774
11360,California,data analyst,5/1/74,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
11453,California,data analyst,5/1/75,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
11462,California,data analyst,5/1/76,MemorialCare,"Program Manager, Data Governance",FALSE,urn:li:fsd_jobPosting:3049894070
11463,California,data analyst,5/1/77,One Medical,"Analytics Engineer, Business & Clinical Intelligence",TRUE,urn:li:fsd_jobPosting:2968433609
11469,California,data analyst,5/1/78,Archer,"Data Engineer, Data Processing & Infrastructure",FALSE,urn:li:fsd_jobPosting:2874988993
11473,California,data analyst,5/1/79,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
11566,California,data analyst,5/1/80,Booz Allen Hamilton,"Software Security Engineer, Mid",FALSE,urn:li:fsd_jobPosting:2933133246
11569,California,data analyst,5/1/81,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978527564
11578,California,data analyst,5/1/82,SitusAMC,Quality Assurance Analyst,TRUE,urn:li:fsd_jobPosting:3015313961
11581,California,data analyst,5/1/83,"Cardinal Financial Company, Limited Partnership",Software Quality Assurance Analyst | Remote,TRUE,urn:li:fsd_jobPosting:3016482950
11584,California,data analyst,5/1/84,Evolve,"Analyst, Distribution Operations",TRUE,urn:li:fsd_jobPosting:3016391466
11587,California,data analyst,5/1/85,Dignity Health,Patient Accounts Rep II,FALSE,urn:li:fsd_jobPosting:3053089859
11588,California,data analyst,5/1/86,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010601656
11603,California,data analyst,5/1/87,Chapman University,Auditor Analyst,FALSE,urn:li:fsd_jobPosting:3053096828
11604,California,data analyst,5/1/88,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
11616,California,data analyst,5/1/89,Ambry Genetics,Software Engineer I,FALSE,urn:li:fsd_jobPosting:3010641106
11622,California,data analyst,5/1/90,Dice,"Need ServiceNow ITOM Developer, Remote - Long Term",TRUE,urn:li:fsd_jobPosting:3042366072
11679,California,data analyst,5/1/91,Talentify.io,Expert Clinical Business Analyst - REMOTE,TRUE,urn:li:fsd_jobPosting:3055272584
11710,California,data analyst,5/1/92,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
11725,California,data analyst,5/1/93,Telecare Corporation,Direct Care Staff (DSP) Tues-Sat/PM Shift - Developmental Disability Home 371,FALSE,urn:li:fsd_jobPosting:2904700227
11727,California,data analyst,5/1/94,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
11736,California,data analyst,5/1/95,Infosys,ServiceNow APP Developer,TRUE,urn:li:fsd_jobPosting:3015335019
11754,California,data analyst,5/1/96,California Department of Public Health,ASSOCIATE GOVERNMENTAL PROGRAM ANALYST JC-295367,FALSE,urn:li:fsd_jobPosting:3038643994
11755,California,data analyst,5/1/97,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
11764,California,data analyst,5/1/98,Aerotek,Aircraft Electronics Technician,FALSE,urn:li:fsd_jobPosting:3055732199
11768,California,data analyst,5/1/99,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
11861,California,data analyst,5/1/00,Shift4,Financial Analyst I,TRUE,urn:li:fsd_jobPosting:3046968638
11864,California,data analyst,5/1/01,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
11957,California,data analyst,5/1/02,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010602618
11972,California,data analyst,5/1/03,Zillow,Software Developer,TRUE,urn:li:fsd_jobPosting:3010225380
11987,California,data analyst,5/1/04,MZ,"Software Engineer, Unity Framework",FALSE,urn:li:fsd_jobPosting:2729668012
11999,California,data analyst,5/1/05,Yahoo,Search Frontend Software Developer,TRUE,urn:li:fsd_jobPosting:3014528084
12125,California,data analyst,5/1/06,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
12251,California,data analyst,5/1/07,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929538640
12266,California,data analyst,5/1/08,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
12287,California,data analyst,5/1/09,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
12380,California,data analyst,5/1/10,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
12389,California,data analyst,5/1/11,GroupM,Software Engineer,FALSE,urn:li:fsd_jobPosting:2933438328
12392,California,data analyst,5/1/12,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
12518,California,data analyst,5/1/13,MZ,"Software Engineer, Unity Framework",FALSE,urn:li:fsd_jobPosting:2729663773
12530,California,data analyst,5/1/14,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
12539,California,data analyst,5/1/15,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
12548,California,data analyst,5/1/16,CalAmp,Software Engineer I - Microservices,FALSE,urn:li:fsd_jobPosting:2968414825
12551,California,data analyst,5/1/17,Foursquare,Software Engineer- Consumer,FALSE,urn:li:fsd_jobPosting:3016776100
12554,California,data analyst,5/1/18,SpotOn,Full Stack Software Engineer (Restaurant/POS),FALSE,urn:li:fsd_jobPosting:3016756432
12560,California,data analyst,5/1/19,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
12569,California,data analyst,5/1/20,Demetrix,Software Engineer,FALSE,urn:li:fsd_jobPosting:3015052785
12572,California,data analyst,5/1/21,Open Robotics,Software Engineer: Robotics (All Levels),FALSE,urn:li:fsd_jobPosting:3003440808
12575,California,data analyst,5/1/22,F5,Software Engineer I,FALSE,urn:li:fsd_jobPosting:3010671091
12578,California,data analyst,5/1/23,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
